Unavngivet regneark - Ark1(1)
title;description;artist;culture;teaserText;url;image;regularImage;largeImage;date;medium;accessionNumber;galleryInformation
Sword Guard (Tsuba);;;Japanese;<p>Date: 19th century<br/>Accession Number: 36.120.148</p>;"/art/collection/search/26252?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=143";https://images.metmuseum.org/CRDImages/aa/mobile-large/36.120.148_001dec2014.jpg;aa/web-additional/36.120.148_001dec2014.jpg;aa/web-large/36.120.148_001dec2014.jpg;19th century;Copper, gold, copper-gold alloy (shakudō), enamel;38.02.28;Not on view
Sword Guard (Tsuba);;;Japanese;<p>Date: 18th century<br/>Accession Number: 36.120.198</p>;"/art/collection/search/26270?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=144";https://images.metmuseum.org/CRDImages/aa/mobile-large/36.120.198_001dec2014.jpg;aa/web-additional/36.120.198_001dec2014.jpg;aa/web-large/36.120.198_001dec2014.jpg;18th century;Iron, gold;38.03.18;Not on view
Sword Guard (Tsuba);;;Japanese;<p>Date: 19th century<br/>Accession Number: 38.25.38</p>;"/art/collection/search/26288?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=145";https://images.metmuseum.org/CRDImages/aa/mobile-large/38.25.38_001dec2014.jpg;aa/web-additional/38.25.38_001dec2014.jpg;aa/web-large/38.25.38_001dec2014.jpg;19th century;Iron, gold, copper;38.25.38;Not on view
Sword Guard (Tsuba);;;Japanese;<p>Date: 19th century<br/>Accession Number: 43.120.956</p>;"/art/collection/search/25969?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=146";https://images.metmuseum.org/CRDImages/aa/mobile-large/43.120.956_001apr2014.jpg;aa/web-additional/43.120.956_001apr2014.jpg;aa/web-large/43.120.956_001apr2014.jpg;19th century;Copper-silver alloy (shibuichi), copper-gold alloy (shakudō), gold, copper;45.15.56;Not on view
Sword-Hilt Collar and Pommel (Fuchigashira);;;Japanese;<p>Date: 19th century<br/>Accession Number: 43.120.1220a, b</p>;"/art/collection/search/26000?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=147";https://images.metmuseum.org/CRDImages/aa/mobile-large/LC-43_120_1220a_b-001.jpg;aa/web-additional/LC-43_120_1220a_b-001.jpg;aa/web-large/LC-43_120_1220a_b-001.jpg;19th century;Copper-gold alloy (shakudō), gold, silver;43.120.1220a, b;Not on view
Sword-Hilt Collar and Pommel (Fuchigashira);;;Japanese;<p>Date: 19th century<br/>Accession Number: 46.122.299a, b</p>;"/art/collection/search/26092?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=148";https://images.metmuseum.org/CRDImages/aa/mobile-large/LC-46_122_299a_b-001.jpg;aa/web-additional/LC-46_122_299a_b-001.jpg;aa/web-large/LC-46_122_299a_b-001.jpg;19th century;Silver, gold;46.122.299a, b;Not on view
Knife Handle (Kozuka);;;Japanese;<p>Date: cda. 1615–1868<br/>Accession Number: 43.120.49</p>;"/art/collection/search/28032?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=149";https://images.metmuseum.org/CRDImages/aa/mobile-large/LC-43_120_49-001.jpg;aa/web-additional/LC-43_120_49-001.jpg;aa/web-large/LC-43_120_49-001.jpg;cda. 1615–1868;Copper-gold alloy (shakudō), gold;45.00.49;Not on view
Knife Handle (Kozuka);;;Japanese;<p>Date: ca. 1615–1868<br/>Accession Number: 43.120.205</p>;"/art/collection/search/28135?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=150";https://images.metmuseum.org/CRDImages/aa/mobile-large/43.120.205_001AA2016.jpg;aa/web-additional/43.120.205_001AA2016.jpg;aa/web-large/43.120.205_001AA2016.jpg;ca. 1615–1868;Copper-gold alloy (shakudō), gold;45.03.25;Not on view
Knife Handle (Kozuka);;;Japanese;<p>Date: ca. 1615–1868<br/>Accession Number: 43.120.210</p>;"/art/collection/search/28138?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=151";https://images.metmuseum.org/CRDImages/aa/mobile-large/43.120.210_001jan2014.jpg;aa/web-additional/43.120.210_001jan2014.jpg;aa/web-large/43.120.210_001jan2014.jpg;ca. 1615–1868;Copper-gold alloy (shakudō), gold, silver;45.03.30;Not on view
Knife Handle (Kozuka);;;Japanese;<p>Date: ca. 1615–1868)<br/>Accession Number: 43.120.399</p>;"/art/collection/search/28260?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=152";https://images.metmuseum.org/CRDImages/aa/mobile-large/LC-43_120_399-001.jpg;aa/web-additional/LC-43_120_399-001.jpg;aa/web-large/LC-43_120_399-001.jpg;ca. 1615–1868);Copper-silver alloy (shibuichi), gold;45.06.39;Not on view
Knife Handle (Kozuka);;;Japanese;<p>Date: ca. 1615–1868<br/>Accession Number: 43.120.364</p>;"/art/collection/search/28243?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=153";https://images.metmuseum.org/CRDImages/aa/mobile-large/LC-43_120_364-001.jpg;aa/web-additional/LC-43_120_364-001.jpg;aa/web-large/LC-43_120_364-001.jpg;ca. 1615–1868;Copper-silver alloy (shibuichi), gold, silver;45.06.04;Not on view
Knife Handle (Kozuka);;;Japanese;<p>Date: ca. 1615–1868<br/>Accession Number: 43.120.42</p>;"/art/collection/search/28026?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=154";https://images.metmuseum.org/CRDImages/aa/mobile-large/LC-43_120_42-001.jpg;aa/web-additional/LC-43_120_42-001.jpg;aa/web-large/LC-43_120_42-001.jpg;ca. 1615–1868;Copper-gold alloy (shakudō), gold, silver;45.00.42;Not on view
Knife Handle (Kozuka);;;Japanese;<p>Date: 1800–1835<br/>Accession Number: 43.120.109</p>;"/art/collection/search/28082?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=155";https://images.metmuseum.org/CRDImages/aa/mobile-large/LC-43_120_109-001.jpg;aa/web-additional/LC-43_120_109-001.jpg;aa/web-large/LC-43_120_109-001.jpg;1800–1835;Copper-gold alloy (shakudō), gold;45.01.49;Not on view
Knife Handle (Kozuka);;;Japanese;<p>Date: 18th century<br/>Accession Number: 38.25.57</p>;"/art/collection/search/29552?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=156";https://images.metmuseum.org/CRDImages/aa/mobile-large/38.25.57_001AA2015.jpg;aa/web-additional/38.25.57_001AA2015.jpg;aa/web-large/38.25.57_001AA2015.jpg;18th century;Iron, silver, gold;38.25.57;Not on view
Sword-Hilt Collar and Pommel (Fuchigashira);;;Japanese;<p>Date: early 19th century<br/>Accession Number: 36.120.469a, b</p>;"/art/collection/search/29660?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=157";https://images.metmuseum.org/CRDImages/aa/mobile-large/LC-36_120_469a_b-002.jpg;aa/web-additional/LC-36_120_469a_b-002.jpg;aa/web-large/LC-36_120_469a_b-002.jpg;early 19th century;Iron, gold, copper;36.120.469a, b;Not on view
Knife Handle (Kozuka);;;Japanese;<p>Date: second half 17th century<br/>Accession Number: 36.120.272</p>;"/art/collection/search/29910?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=158";https://images.metmuseum.org/CRDImages/aa/mobile-large/36.120.272_001AA2015.jpg;aa/web-additional/36.120.272_001AA2015.jpg;aa/web-large/36.120.272_001AA2015.jpg;second half 17th century;Copper-gold alloy (shakudō), gold;38.04.32;Not on view
Sword Guard (Tsuba);;;Japanese;<p>Date: 19th century<br/>Accession Number: 36.120.104</p>;"/art/collection/search/29927?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=159";https://images.metmuseum.org/CRDImages/aa/mobile-large/36.120.104_001mar2014.jpg;aa/web-additional/36.120.104_001mar2014.jpg;aa/web-large/36.120.104_001mar2014.jpg;19th century;Copper-gold alloy (shakudō), gold, copper;38.01.44;Not on view
Sword Guard (Tsuba);;;Japanese;<p>Date: early 19th century<br/>Accession Number: 36.120.137</p>;"/art/collection/search/29956?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=160";https://images.metmuseum.org/CRDImages/aa/mobile-large/36.120.137_001mar2014.jpg;aa/web-additional/36.120.137_001mar2014.jpg;aa/web-large/36.120.137_001mar2014.jpg;early 19th century;Copper-silver alloy (shibuichi), gold, copper;38.02.17;Not on view
Sword Guard (Tsuba);;;Japanese;<p>Date: late 17th century<br/>Accession Number: 36.120.131</p>;"/art/collection/search/29950?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=161";https://images.metmuseum.org/CRDImages/aa/mobile-large/36.120.131_002mar2014.jpg;aa/web-additional/36.120.131_002mar2014.jpg;aa/web-large/36.120.131_002mar2014.jpg;late 17th century;Iron, gold, copper;38.02.11;Not on view
Sword Guard (Tsuba);;;Japanese;<p>Date: late 18th century<br/>Accession Number: 36.120.155</p>;"/art/collection/search/29970?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=162";https://images.metmuseum.org/CRDImages/aa/mobile-large/36.120.155_002mar2014.jpg;aa/web-additional/36.120.155_002mar2014.jpg;aa/web-large/36.120.155_002mar2014.jpg;late 18th century;Iron, gold, copper;38.02.35;Not on view
Knife Handle (Kozuka) with Blade;;;Japanese;<p>Date: 16th century<br/>Accession Number: 36.120.395</p>;"/art/collection/search/29761?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=163";https://images.metmuseum.org/CRDImages/aa/mobile-large/36.120.395_003AA2015.jpg;aa/web-additional/36.120.395_003AA2015.jpg;aa/web-large/36.120.395_003AA2015.jpg;16th century;Steel, gold;38.06.35;Not on view
Sword Guard (Tsuba);;;Japanese;<p>Date: ca. 1810<br/>Accession Number: 36.120.135</p>;"/art/collection/search/29954?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=164";https://images.metmuseum.org/CRDImages/aa/mobile-large/36.120.135_001mar2014.jpg;aa/web-additional/36.120.135_001mar2014.jpg;aa/web-large/36.120.135_001mar2014.jpg;ca. 1810;Iron, gold, copper;38.02.15;Not on view
Sword Guard (Tsuba);;;Japanese;<p>Date: 18th century<br/>Accession Number: 36.120.140</p>;"/art/collection/search/29959?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=165";https://images.metmuseum.org/CRDImages/aa/mobile-large/36.120.140_001mar2014.jpg;aa/web-additional/36.120.140_001mar2014.jpg;aa/web-large/36.120.140_001mar2014.jpg;18th century;Iron, gold, copper;38.02.20;Not on view
Sword Guard (Tsuba);;;Japanese;<p>Date: 17th century<br/>Accession Number: 36.120.13</p>;"/art/collection/search/30025?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=166";https://images.metmuseum.org/CRDImages/aa/mobile-large/36.120.13_001mar2014.jpg;aa/web-additional/36.120.13_001mar2014.jpg;aa/web-large/36.120.13_001mar2014.jpg;17th century;Iron, gold, copper;38.00.13;Not on view
Sword Guard (Tsuba);;;Japanese;<p>Date: possibly 17th century<br/>Accession Number: 36.120.76</p>;"/art/collection/search/30077?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=167";https://images.metmuseum.org/CRDImages/aa/mobile-large/36.120.76_001mar2014.jpg;aa/web-additional/36.120.76_001mar2014.jpg;aa/web-large/36.120.76_001mar2014.jpg;possibly 17th century;Iron, gold, copper-silver alloy (shibuichi), copper;38.01.16;Not on view
Sword Guard (Tsuba);;;Japanese;<p>Date: 19th century<br/>Accession Number: 34.133.2</p>;"/art/collection/search/32175?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=168";https://images.metmuseum.org/CRDImages/aa/mobile-large/34.133.2_001mar2014.jpg;aa/web-additional/34.133.2_001mar2014.jpg;aa/web-large/34.133.2_001mar2014.jpg;19th century;Iron, gold, copper;36.13.02;Not on view
Helmet;;;Japanese;<p>Date: 18th century<br/>Accession Number: 36.25.144</p>;"/art/collection/search/24043?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=169";https://images.metmuseum.org/CRDImages/aa/mobile-large/36.25.144_008AA2015.jpg;aa/web-additional/36.25.144_008AA2015.jpg;aa/web-large/36.25.144_008AA2015.jpg;18th century;Iron, lacquer, textile, silver, gold;36.27.24;Not on view
Armor with Equestrian Equipment;;;Chinese;<p>Date: late 18th–19th century<br/>Accession Number: 36.25.3a–v</p>;"/art/collection/search/35718?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=170";https://images.metmuseum.org/CRDImages/aa/mobile-large/DP275015.jpg;aa/web-additional/DP275015.jpg;aa/web-large/DP275015.jpg;late 18th–19th century;Steel, copper, gold, silk, leather, hair;36.25.3a–v;Not on view
Pair of Stirrups;;;Tibetan or Mongolian;<p>Date: 15th–17th century<br/>Accession Number: 2014.72a, b</p>;"/art/collection/search/634490?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=171";https://images.metmuseum.org/CRDImages/aa/mobile-large/DP320615.jpg;aa/web-additional/DP320615.jpg;aa/web-large/DP320615.jpg;15th–17th century;Iron, gold, silver, horn, copper alloy;2014.72a, b;Not on view
Sword Guard (Tsuba);;;Japanese;<p>Date: 18th century<br/>Accession Number: 33.40.6</p>;"/art/collection/search/642387?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=172";https://images.metmuseum.org/CRDImages/aa/mobile-large/33.40.6_001mar2014.jpg;aa/web-additional/33.40.6_001mar2014.jpg;aa/web-large/33.40.6_001mar2014.jpg;18th century;Iron, gold, copper;33.40.06;Not on view
Sword Guard (Tsuba);;;Japanese;<p>Date: 19th century<br/>Accession Number: 33.40.44</p>;"/art/collection/search/643309?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=173";https://images.metmuseum.org/CRDImages/aa/mobile-large/33.40.44_001mar2014.jpg;aa/web-additional/33.40.44_001mar2014.jpg;aa/web-large/33.40.44_001mar2014.jpg;19th century;Iron, gold, silver, copper;33.40.44;Not on view
Snuffbox;J.F.(?)B. (active Paris);;French, Paris;<p>J.F.(?)B. (active Paris) </p><p>Date: 1757–58<br/>Accession Number: 1974.356.644</p>;"/art/collection/search/206148?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=174";https://images.metmuseum.org/CRDImages/es/mobile-large/SF1974_356_644_img1.jpg;es/web-additional/SF1974_356_644_img1.jpg;es/web-large/SF1974_356_644_img1.jpg;1757–58;Lacquer, gold;1980.06.44;Not on view
Brush and cover;;;China;<p>Date: 1573–1620<br/>Accession Number: 2015.500.1.67a, b</p>;"/art/collection/search/39678?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=175";https://images.metmuseum.org/CRDImages/as/mobile-large/DP704273.jpg;as/web-additional/DP704273.jpg;as/web-large/DP704273.jpg;1573–1620;Carved cinnabar lacquer painted in black and gold;2015.500.1.67a, b;Not on view
Tea cloth holder;;;Japan;<p>Date: 1680<br/>Accession Number: 25.60.25</p>;"/art/collection/search/46479?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=176";https://images.metmuseum.org/CRDImages/as/mobile-large/59536.jpg;as/web-additional/59536.jpg;as/web-large/59536.jpg;1680;Porcelain with decorations in enamels and gold on (Arita ware, Imari type);26.00.25;Not on view
Sword Guard (Tsuba);;;Japanese;<p>Date: ca. 1615–1868<br/>Accession Number: 91.1.824</p>;"/art/collection/search/25752?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=177";https://images.metmuseum.org/CRDImages/aa/mobile-large/91.1.824_001jan2014.jpg;aa/web-additional/91.1.824_001jan2014.jpg;aa/web-large/91.1.824_001jan2014.jpg;ca. 1615–1868;Iron, gold, copper;91.14.44;Not on view
Knife Handle (Kozuka);;;Japanese;<p>Date: ca. 1615–1868<br/>Accession Number: 91.1.847</p>;"/art/collection/search/25785?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=178";https://images.metmuseum.org/CRDImages/aa/mobile-large/91.1.847_001AA2015.jpg;aa/web-additional/91.1.847_001AA2015.jpg;aa/web-large/91.1.847_001AA2015.jpg;ca. 1615–1868;Copper-silver alloy (shibuichi), copper-gold alloy (shakudō), gold;91.15.07;Not on view
Incense box with tray;;;Japan;<p>Date: 18th century<br/>Accession Number: 29.100.698</p>;"/art/collection/search/58184?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=179";https://images.metmuseum.org/CRDImages/as/mobile-large/29_100_698_O.jpg;as/web-additional/29_100_698_O.jpg;as/web-large/29_100_698_O.jpg;18th century;Lacquer with gold and silver;30.51.38;Not on view
Collar for Robe of State;;;China;<p>Date: 18th–19th century<br/>Accession Number: 30.75.1044</p>;"/art/collection/search/68975?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=180";https://images.metmuseum.org/CRDImages/as/mobile-large/79973.jpg;as/web-additional/79973.jpg;as/web-large/79973.jpg;18th–19th century;"Silk; gold";31.32.24;Not on view
Sword-Hilt Collar and Pommel (Fuchigashira);;;Japanese;<p>Date: ca. 1615–1868<br/>Accession Number: 43.120.1197a, b</p>;"/art/collection/search/28845?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=181";https://images.metmuseum.org/CRDImages/aa/mobile-large/LC-43_120_1197a_b-001.jpg;aa/web-additional/LC-43_120_1197a_b-001.jpg;aa/web-large/LC-43_120_1197a_b-001.jpg;ca. 1615–1868;Copper-gold alloy (shakudō), gold;43.120.1197a, b;Not on view
Sword Guard (Tsuba);;;Japanese;<p>Date: late 18th–early 19th century<br/>Accession Number: 46.122.82</p>;"/art/collection/search/26327?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=182";https://images.metmuseum.org/CRDImages/aa/mobile-large/46.122.82_001apr2014.jpg;aa/web-additional/46.122.82_001apr2014.jpg;aa/web-large/46.122.82_001apr2014.jpg;late 18th–early 19th century;Iron, gold, silver, copper;48.03.22;Not on view
Wrestling Costume;;;Japan;<p>Date: 19th century<br/>Accession Number: 08.25.3</p>;"/art/collection/search/67857?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=183";https://images.metmuseum.org/CRDImages/as/mobile-large/3674.jpg;as/web-additional/3674.jpg;as/web-large/3674.jpg;19th century;"Silk;gold / Embroidery";08.25.03;Not on view
Panel;;;China;<p>Date: 18th–19th century<br/>Accession Number: 67.85</p>;"/art/collection/search/70451?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=184";https://images.metmuseum.org/CRDImages/as/mobile-large/67_85_CR_01_sf.jpg;as/web-additional/67_85_CR_01_sf.jpg;as/web-large/67_85_CR_01_sf.jpg;18th–19th century;Silk, gold-wrapped thread;68.25.00;Not on view
Ewer;Attributed to the workshop of Ferdinand Eusebio Miseroni (Italian, active Prague, working 1656–84);Ferdinand Eusebio Miseroni;Bohemian, Prague with French, Paris mounts;<p>Attributed to the workshop of Ferdinand Eusebio Miseroni (Italian, active Prague, working 1656–84) </p><p>Date: ca. 1680 and early 19th century<br/>Accession Number: 1982.60.138</p>;"/art/collection/search/207040?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=185";https://images.metmuseum.org/CRDImages/es/mobile-large/DT8937.jpg;es/web-additional/DT8937.jpg;es/web-large/DT8937.jpg;ca. 1680 and early 19th century;Smoky rock crystal, enamel, gold, diamonds;1983.02.18;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzY4NzcsNDAuNzc5MzMwNzZAbG1AMTA2ODE5ODExMDI2MA==' target='_blank'>Gallery 542</a>
Ornament;Accession Number: 26.191.8;;China;<p>Accession Number: 26.191.8</p>;"/art/collection/search/60856?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=186";https://images.metmuseum.org/CRDImages/as/mobile-large/26_191_8.JPG;as/web-additional/26_191_8.JPG;as/web-large/26_191_8.JPG;;Gold;29.11.08;Not on view
Kobako;;;Japan;<p>Date: 18th century<br/>Accession Number: 14.40.872a–c</p>;"/art/collection/search/57947?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=187";https://images.metmuseum.org/CRDImages/as/mobile-large/14_40_872_O1_sf.jpg;as/web-additional/14_40_872_O1_sf.jpg;as/web-large/14_40_872_O1_sf.jpg;18th century;Lacquer with gold;14.40.872a–c;Not on view
Pair of Sword-Grip Ornaments (Menuki);;;Japanese;<p>Date: 1740–80<br/>Accession Number: 36.120.484a, b</p>;"/art/collection/search/29671?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=188";https://images.metmuseum.org/CRDImages/aa/mobile-large/LC-36_120_484a_b-001.jpg;aa/web-additional/LC-36_120_484a_b-001.jpg;aa/web-large/LC-36_120_484a_b-001.jpg;1740–80;Iron, gold;36.120.484a, b;Not on view
Souvenir;;;French, Paris;<p>Date: 1786–87<br/>Accession Number: 17.190.1349a–g</p>;"/art/collection/search/193974?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=189";https://images.metmuseum.org/CRDImages/es/mobile-large/39003.jpg;es/web-additional/39003.jpg;es/web-large/39003.jpg;1786–87;Gold, ivory;17.190.1349a–g;Not on view
Vase;Mounts by Morell of Paris;Morell of Paris;Italian, Milan with French, Paris mounts;<p>Mounts by Morell of Paris</p><p>Date: late 16th or early 17th century, with later additions<br/>Accession Number: 17.190.541</p>;"/art/collection/search/193522?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=190";https://images.metmuseum.org/CRDImages/es/mobile-large/38707.jpg;es/web-additional/38707.jpg;es/web-large/38707.jpg;late 16th or early 17th century, with later additions;Rock crystal, gold, enamel;20.19.01;Not on view
